	"RWUpf_B.isoforms.results"	"RWUpf_C.isoforms.results"	"RWUpf_D.isoforms.results"	"RWNos_A.isoforms.results"	"RWNos_B.isoforms.results"	"RWNos_C.isoforms.results"	"RWUN_G.isoforms.results"	"RWUN_K.isoforms.results"	"RWUN_L.isoforms.results"	"RWL7_A.isoforms.results"	"RWL7_B.isoforms.results"	"RWL7_C.isoforms.results"	"RWW_B.isoforms.results"	"RWW_C.isoforms.results"	"RWW_D.isoforms.results"
"FBtr0332358"	0.23	0.31	0.00	0.00	0.52	0.31	0.49	0.22	0.11	0.20	0.10	0.42	0.00	0.11	0.24
"FBtr0080123"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0340247"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087351"	12.68	13.34	15.73	20.51	20.63	18.23	21.83	19.36	14.45	24.22	18.60	18.09	16.50	25.74	23.64
"FBtr0087352"	9.63	9.56	7.28	12.91	13.24	13.75	8.74	11.84	14.70	11.91	14.25	9.55	13.21	6.78	8.00
"FBtr0113715"	108.75	119.18	115.15	116.44	119.57	87.16	130.52	119.60	117.90	98.23	94.68	100.18	71.28	82.69	111.51
"FBtr0331780"	1.02	1.27	0.00	1.55	0.61	0.69	0.43	1.17	0.41	2.03	1.78	0.60	0.65	0.00	0.24
"FBtr0331781"	27.89	19.85	11.32	23.51	19.87	42.70	29.48	50.58	32.06	23.49	16.26	22.23	26.90	12.24	23.58
"FBtr0331782"	0.24	0.00	0.00	0.20	0.09	0.00	0.00	0.22	0.00	0.21	0.00	0.00	0.10	0.22	0.10
"FBtr0331783"	4.20	1.33	4.47	2.19	2.93	4.69	6.97	5.78	6.44	4.86	2.81	5.44	3.28	3.59	2.66
"FBtr0072520"	14.62	24.92	28.39	14.64	15.12	11.53	23.02	12.41	18.18	10.29	7.40	11.50	9.91	7.89	19.16
"FBtr0305325"	1.23	1.32	0.18	2.10	0.91	0.59	0.21	1.84	0.28	0.13	0.03	0.24	0.40	0.25	0.15
"FBtr0332108"	4.43	8.72	11.05	3.70	10.48	6.62	8.84	4.43	6.20	3.69	2.85	2.60	5.48	5.72	14.58
"FBtr0332109"	1.12	1.76	1.80	0.14	0.56	0.35	1.45	2.96	3.11	0.72	1.14	1.60	0.74	2.57	2.75
"FBtr0332110"	0.00	0.00	0.00	0.66	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.58
"FBtr0077371"	5.26	2.80	4.46	3.98	3.16	2.92	4.88	1.20	4.97	4.02	2.62	1.70	2.43	2.38	1.16
"FBtr0077372"	12.61	23.90	24.82	7.59	8.83	5.34	35.86	20.01	31.05	5.94	5.28	9.93	9.91	8.57	19.45
"FBtr0077373"	8.99	9.93	17.54	2.01	4.22	4.52	24.44	15.23	23.40	4.49	3.19	4.49	3.53	4.79	10.22
"FBtr0300373"	0.37	0.26	0.65	0.23	0.15	0.00	0.65	0.30	0.67	0.41	0.06	0.06	0.07	0.16	0.21
"FBtr0300374"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0301292"	1.44	4.64	5.69	3.98	6.00	3.54	7.99	9.13	6.72	2.14	2.93	4.94	4.69	5.39	7.83
"FBtr0301293"	0.00	0.00	2.34	0.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	1.38	0.00	0.00
"FBtr0301294"	1.99	2.25	0.00	0.00	0.01	0.00	0.54	0.92	3.15	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089112"	0.44	1.30	0.46	0.82	0.92	0.89	2.11	0.00	0.00	2.62	2.50	0.95	0.44	1.21	1.70
"FBtr0089113"	235.81	246.20	222.51	238.18	231.92	214.78	317.65	341.30	307.67	246.35	203.59	233.91	201.21	203.21	272.72
"FBtr0089114"	6.30	7.47	6.11	5.18	5.89	7.77	6.75	9.37	7.37	4.29	5.04	4.19	4.95	4.61	4.77
"FBtr0304871"	4.03	2.33	1.55	1.02	1.47	1.53	3.12	4.59	4.33	3.01	1.48	1.97	2.18	2.81	3.42
"FBtr0308256"	4.66	5.88	5.26	3.49	3.24	3.94	6.95	5.18	6.54	6.35	5.29	6.00	5.89	7.33	5.04
"FBtr0345064"	18.36	10.91	12.39	13.33	15.15	15.12	22.99	28.72	23.88	12.15	18.08	15.18	26.38	25.99	22.16
"FBtr0345065"	11.32	10.74	10.79	15.06	15.31	13.93	15.67	17.67	20.32	10.29	10.42	10.13	12.47	14.16	14.47
"FBtr0074830"	306.99	325.84	318.03	361.23	348.33	364.29	423.40	452.35	420.37	302.03	320.77	308.96	330.34	351.49	352.42
"FBtr0300813"	0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0301126"	6.79	8.33	4.98	7.24	6.51	5.04	6.63	7.80	8.23	4.35	8.49	5.44	5.69	7.16	7.58
"FBtr0332771"	12.55	14.15	14.31	10.89	9.82	8.76	17.10	15.67	15.31	11.47	11.54	11.76	17.88	19.28	22.14
"FBtr0082114"	109.87	107.23	124.65	138.10	131.72	140.76	153.52	122.91	138.85	100.10	103.39	109.20	103.28	75.49	132.09
"FBtr0088214"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300578"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0303223"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0304899"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0304900"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0330601"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339463"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085458"	188.92	158.78	143.72	188.10	178.84	192.54	38.29	33.37	35.68	205.07	200.81	198.99	270.03	267.26	194.99
"FBtr0080534"	84.76	84.25	83.87	91.76	91.02	90.43	12.48	8.86	12.31	69.63	70.46	78.26	77.36	85.06	88.30
"FBtr0078181"	69.42	73.06	74.21	73.72	72.99	75.39	94.67	93.21	94.17	68.39	63.48	64.44	63.26	55.33	79.96
"FBtr0074881"	129.30	148.03	175.95	158.76	170.25	161.85	163.19	130.68	149.76	117.72	110.30	125.26	117.08	102.89	165.48
"FBtr0070272"	0.00	0.00	0.04	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0081756"	14.85	16.08	15.88	14.94	12.98	14.31	20.75	15.85	18.14	11.26	13.39	9.99	9.69	7.39	15.62
"FBtr0114520"	40.11	45.97	53.34	50.25	54.33	47.39	63.64	48.64	53.22	51.11	35.32	45.83	47.71	30.52	66.18
"FBtr0081697"	20.69	19.74	20.39	24.47	30.18	31.93	23.68	28.53	22.05	21.08	31.21	23.16	27.42	25.83	31.00
"FBtr0347362"	22.00	22.06	19.56	37.82	32.68	31.20	34.58	33.71	37.12	27.78	24.93	24.89	22.83	25.82	34.06
"FBtr0089209"	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.04	0.04	0.00	0.05	0.03	0.00	0.02	0.02
"FBtr0077679"	27.13	25.58	20.38	26.57	25.91	29.30	11.05	9.81	12.11	22.20	29.31	33.42	3.51	6.56	10.03
"FBtr0343784"	91.74	98.51	98.78	116.87	114.55	125.92	53.23	48.89	56.85	103.90	111.96	92.16	132.16	153.78	132.33
"FBtr0077000"	56.40	90.45	98.79	43.15	53.65	38.31	131.28	83.15	101.55	41.60	29.36	36.66	38.67	36.71	88.27
"FBtr0077001"	6.84	9.27	17.00	9.52	8.93	9.56	15.00	6.64	13.32	3.73	6.34	5.77	5.48	3.61	11.34
"FBtr0077002"	3.82	4.71	7.95	4.84	5.02	5.50	4.69	3.21	6.27	2.71	1.84	5.31	2.56	1.69	7.35
"FBtr0333059"	0.00	1.97	2.20	0.00	0.58	0.52	2.67	2.67	1.47	0.00	0.00	0.00	0.84	0.00	2.33
"FBtr0074350"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0307538"	0.00	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071235"	0.00	0.00	0.02	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
"FBtr0083933"	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083934"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0110936"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0330712"	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0330713"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0346759"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072483"	61.52	64.77	62.80	74.04	75.01	76.70	83.61	75.50	77.27	53.53	60.75	69.24	60.94	62.84	66.95
"FBtr0077680"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077682"	0.52	1.72	1.10	1.20	1.02	1.23	2.35	1.83	1.00	1.26	1.25	1.02	1.30	1.65	2.40
"FBtr0077683"	20.57	26.28	24.98	26.34	25.12	27.18	27.96	32.07	26.19	25.54	21.44	24.53	27.39	22.66	30.04
"FBtr0332459"	74.29	72.81	85.31	72.55	75.90	69.58	111.75	83.95	99.91	72.12	64.58	70.31	49.56	38.06	67.13
"FBtr0332460"	1.43	1.39	1.17	1.64	2.16	2.58	0.80	1.39	2.33	0.79	1.33	1.21	1.95	1.78	3.81
"FBtr0088255"	88.27	96.45	91.12	104.77	103.02	112.16	10.86	6.94	9.79	81.42	76.46	86.98	91.10	101.20	102.41
"FBtr0082259"	49.91	56.58	67.12	61.95	60.35	60.75	33.46	20.05	29.41	38.92	40.10	45.23	44.37	42.42	62.75
"FBtr0084327"	19.01	19.83	24.64	27.09	26.19	27.00	26.10	22.28	26.89	16.64	14.91	15.84	15.77	14.49	25.06
"FBtr0301378"	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0301379"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0335416"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0335417"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0335418"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0335419"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0335420"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0335421"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343788"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343789"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343790"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070498"	27.08	33.89	38.24	34.54	36.49	35.00	19.33	13.42	17.86	19.21	24.05	25.10	23.32	25.44	30.33
"FBtr0070488"	19.08	20.91	21.30	25.09	23.21	28.00	2.28	1.65	2.16	15.79	17.86	17.05	19.43	24.86	22.33
"FBtr0070494"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.06	0.07	0.08	0.00
"FBtr0332496"	0.00	0.21	0.25	0.13	0.25	0.14	0.00	0.00	0.00	0.00	0.07	0.03	1.64	2.48	1.64
"FBtr0070089"	13.08	20.84	21.51	20.36	23.87	20.93	18.79	13.10	11.08	12.71	18.55	17.73	17.69	15.83	19.44
"FBtr0070090"	7.27	3.39	4.43	8.91	5.82	4.95	5.01	3.28	3.73	3.10	4.15	5.53	4.02	3.21	5.88
"FBtr0100475"	20.91	22.26	22.00	27.93	27.60	32.35	23.84	19.32	28.18	21.42	22.00	21.83	21.42	20.27	22.31
"FBtr0100476"	0.56	2.32	1.56	1.28	0.86	0.94	1.15	0.81	2.00	0.59	0.68	1.88	1.36	0.50	0.74
"FBtr0334033"	1.24	0.00	0.36	0.00	0.26	0.00	0.32	0.34	0.00	0.94	0.30	0.00	0.00	0.00	0.25
"FBtr0070392"	173.01	162.46	157.95	202.38	198.23	201.93	205.06	215.54	198.86	199.09	194.80	175.47	160.88	155.97	140.31
"FBtr0345608"	1.14	0.35	0.40	1.30	0.30	1.35	2.82	2.61	1.19	1.29	2.39	1.26	5.57	4.15	4.74
"FBtr0070225"	5.22	7.72	8.90	7.74	8.86	7.29	0.68	0.00	0.66	2.85	3.62	4.25	5.52	7.38	9.22
"FBtr0332291"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.85	0.00	0.00	0.00	0.00	0.00
"FBtr0332292"	0.00	0.39	0.00	0.00	0.26	1.10	0.28	0.43	0.00	0.48	0.00	0.00	0.00	0.47	0.32
"FBtr0070233"	99.24	90.18	84.99	107.39	106.27	109.94	110.83	112.62	114.58	107.37	108.40	106.31	118.53	104.77	102.32
"FBtr0070215"	45.81	61.61	79.10	52.05	59.21	50.13	102.51	57.98	81.49	35.08	28.22	35.78	38.17	32.55	67.96
"FBtr0339772"	0.00	0.00	0.00	0.74	0.45	0.26	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00
"FBtr0339773"	0.00	0.00	0.00	0.00	0.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339774"	2.53	3.75	2.64	6.03	5.50	4.37	9.64	14.46	13.74	5.53	4.69	2.62	3.80	3.69	5.16
"FBtr0070066"	0.13	0.04	0.02	0.00	0.00	0.00	0.07	0.02	0.02	0.02	0.02	0.00	0.15	0.00	0.05
"FBtr0070067"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070068"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0342962"	0.00	0.00	0.00	0.00	0.06	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344149"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070481"	10.17	14.49	17.58	16.32	16.51	18.66	1.26	2.04	1.78	11.29	8.34	13.53	16.87	16.62	14.52
"FBtr0070482"	7.08	9.48	12.05	16.04	16.59	15.83	3.11	0.74	2.24	7.58	5.94	11.94	10.21	9.71	16.73
"FBtr0310649"	41.01	43.68	42.52	58.21	56.56	50.70	6.14	2.90	4.93	27.75	31.24	32.08	23.87	34.44	39.42
"FBtr0070502"	2.80	11.10	17.41	7.79	3.55	2.76	4.35	0.00	2.71	0.00	0.00	0.00	0.00	0.00	9.76
"FBtr0345716"	14.35	11.68	10.63	19.72	23.05	22.61	0.21	2.97	1.91	13.63	13.08	14.00	16.73	21.51	16.53
"FBtr0070478"	3.63	6.14	4.05	5.77	11.85	24.62	0.00	0.00	0.78	0.00	0.43	3.38	9.13	13.17	4.55
"FBtr0345709"	24.70	24.86	24.45	36.97	26.60	17.65	3.28	2.03	2.76	23.44	22.93	22.89	22.64	27.40	30.56
"FBtr0070501"	28.00	33.02	36.02	39.90	41.94	44.72	13.83	9.63	13.36	27.28	31.74	32.59	29.73	30.63	31.54
"FBtr0273276"	0.50	0.00	0.28	0.00	0.46	0.48	0.24	0.48	0.00	0.38	0.00	0.22	0.48	0.28	0.00
"FBtr0345710"	9.14	9.86	10.49	9.42	8.97	6.14	4.17	2.40	1.74	4.74	4.84	6.87	7.36	7.83	12.26
"FBtr0273279"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070479"	65.06	66.77	62.83	76.56	72.85	76.52	61.46	62.22	63.37	71.47	68.26	77.86	70.99	78.14	71.94
"FBtr0070480"	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.03
"FBtr0070499"	26.24	28.90	34.65	30.58	33.67	31.92	40.57	30.99	37.43	25.36	25.40	29.02	33.13	25.40	35.31
"FBtr0077643"	44.68	43.97	44.80	55.02	54.43	52.37	18.34	14.32	16.86	41.13	41.71	44.83	41.02	39.33	46.80
"FBtr0073425"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.35	0.00	0.00
"FBtr0073426"	0.00	0.46	0.00	0.00	0.54	0.44	0.00	0.00	0.00	0.27	0.85	0.87	0.46	0.76	0.49
"FBtr0333963"	0.45	0.00	0.55	0.60	0.00	0.00	0.96	0.62	0.66	0.23	0.00	0.00	0.00	0.00	0.00
"FBtr0080555"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343668"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070604"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088980"	28.23	31.57	31.43	33.19	35.82	32.43	5.04	3.01	3.53	25.31	21.00	26.08	27.32	31.14	32.70
"FBtr0071774"	39.03	50.97	64.42	48.46	52.49	45.96	56.31	33.88	47.75	29.54	26.36	34.52	31.57	28.01	52.25
"FBtr0072224"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072227"	101.11	109.68	110.20	131.23	126.20	132.14	24.58	19.34	24.78	110.88	105.98	120.77	127.59	135.15	115.36
"FBtr0343275"	3.97	3.29	3.12	8.25	6.26	4.88	1.10	1.38	0.57	5.50	4.93	6.70	9.58	5.11	4.31
"FBtr0343276"	2.14	3.04	3.08	2.13	3.09	3.43	1.52	0.31	0.64	1.96	2.49	3.22	1.91	1.47	0.95
"FBtr0343277"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.36	0.00	0.00	0.00	0.00
"FBtr0072225"	75.86	82.31	80.71	77.97	73.83	78.81	15.32	14.37	17.74	66.50	70.52	73.65	75.83	87.42	79.12
"FBtr0343290"	1.65	0.64	0.75	1.02	1.09	0.80	0.25	0.00	0.00	0.93	0.35	1.10	0.98	0.00	0.75
"FBtr0072226"	216.16	217.22	232.16	268.25	259.37	280.93	74.02	55.94	69.75	173.60	230.30	229.70	206.41	196.63	191.07
"FBtr0076203"	20.05	27.77	31.69	21.11	24.41	20.23	35.55	25.36	31.60	16.09	12.74	16.42	17.63	15.87	33.48
"FBtr0088865"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00
"FBtr0088866"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
"FBtr0329885"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080017"	576.55	529.80	487.82	530.21	527.10	502.74	746.89	769.66	752.90	623.95	544.59	573.87	621.89	599.26	579.98
"FBtr0331641"	27.16	26.43	19.76	42.51	51.72	45.29	34.93	33.86	33.33	26.50	22.45	23.40	21.83	22.66	31.00
"FBtr0088170"	95.30	103.14	109.92	103.23	108.14	104.96	149.72	126.48	134.63	98.81	79.63	88.36	92.56	60.42	114.84
"FBtr0070278"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344154"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070259"	41.46	46.78	54.48	58.36	56.69	60.43	14.14	8.59	12.23	36.97	41.01	40.78	46.05	48.99	49.60
"FBtr0339589"	1.97	3.14	2.91	1.69	2.28	2.19	1.53	1.59	1.62	2.80	1.75	2.58	1.91	2.34	3.06
"FBtr0070293"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070294"	4.32	2.98	3.59	5.59	5.68	5.44	6.97	4.50	4.51	6.83	7.94	6.88	6.81	8.53	9.03
"FBtr0070257"	0.00	0.00	0.00	0.13	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00
"FBtr0070696"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00
"FBtr0335037"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.06	0.00	0.00	0.00
"FBtr0343532"	0.21	0.31	0.24	0.07	0.05	0.00	0.37	0.05	0.18	0.14	0.05	0.01	0.12	0.03	0.23
"FBtr0300754"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300755"	20.36	29.48	37.44	15.94	18.66	13.82	38.98	22.80	36.73	12.81	10.51	14.07	16.60	17.44	34.22
"FBtr0070284"	0.00	0.28	0.32	0.10	0.00	0.08	0.08	0.06	0.00	0.09	0.05	0.05	0.09	0.04	0.15
"FBtr0303587"	0.11	0.23	0.24	0.16	0.09	0.04	0.03	0.02	0.13	0.07	0.07	0.12	0.00	0.06	0.06
"FBtr0343517"	0.10	0.00	0.00	0.00	0.11	0.09	0.00	0.00	0.05	0.00	0.06	0.00	0.00	0.02	0.00
"FBtr0070277"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302174"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302175"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0345509"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070285"	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070260"	2.25	0.69	2.26	1.49	1.50	1.21	0.88	1.35	1.50	1.79	2.46	0.99	2.40	1.84	2.84
"FBtr0339590"	44.69	59.39	66.63	52.18	57.19	48.95	90.08	67.75	77.24	48.82	35.47	44.06	50.83	40.19	81.78
"FBtr0339591"	0.29	0.52	0.35	0.28	0.45	0.38	0.90	0.96	0.90	0.33	0.28	0.44	0.30	0.26	0.84
"FBtr0087992"	0.11	0.00	0.08	0.00	0.03	0.03	0.20	0.36	0.23	0.12	0.16	0.12	0.00	0.03	0.03
"FBtr0339596"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0075205"	6.82	19.74	31.22	5.93	8.98	2.53	2.82	0.00	0.25	1.48	1.01	3.63	3.15	6.49	14.08
"FBtr0075206"	2.70	3.01	2.53	2.65	1.85	1.73	0.28	0.27	0.53	2.14	1.45	2.16	2.39	2.61	6.48
"FBtr0333124"	15.38	19.21	22.41	13.33	12.95	11.45	2.49	2.22	3.96	9.99	9.65	9.93	12.11	16.52	19.13
"FBtr0333125"	0.29	0.40	0.82	0.15	0.53	0.67	0.53	0.00	0.00	0.67	0.11	0.23	0.00	0.56	0.36
"FBtr0089895"	1.70	0.81	0.43	0.00	0.00	0.00	0.76	0.62	2.27	1.99	1.50	1.79	2.06	1.40	3.85
"FBtr0089896"	4.37	0.00	0.90	24.87	27.77	19.34	2.41	2.09	2.73	2.45	0.00	0.00	0.00	0.15	0.00
"FBtr0089897"	34.75	37.28	34.60	15.66	14.17	20.62	50.60	54.26	50.67	43.20	39.22	45.14	61.14	54.71	64.07
"FBtr0305991"	3.39	1.94	1.18	0.00	0.00	0.82	1.89	3.32	3.90	1.82	6.75	3.21	3.25	3.30	4.32
"FBtr0085465"	118.85	138.93	117.81	176.12	184.21	186.07	185.08	164.79	175.22	117.76	125.80	133.12	112.95	94.98	136.90
"FBtr0339148"	107.92	111.99	138.67	111.43	117.36	109.30	158.18	161.79	155.82	118.70	111.26	106.40	97.52	94.04	108.93
"FBtr0073741"	186.83	202.00	214.63	262.23	260.10	268.84	280.44	243.22	256.02	191.55	193.42	198.81	210.34	172.43	242.27
"FBtr0088824"	37.16	34.70	34.07	45.67	48.74	51.18	35.06	40.46	39.16	39.20	42.63	41.64	33.25	33.12	32.97
"FBtr0310369"	0.84	2.06	1.80	1.75	1.71	1.13	2.58	1.46	3.75	0.00	1.05	1.97	1.09	2.06	1.63
"FBtr0339280"	1.44	0.39	0.00	2.17	2.43	0.51	3.25	1.25	0.62	1.68	0.64	0.00	0.46	0.72	0.00
"FBtr0087185"	32.40	40.18	40.92	39.26	44.84	38.88	60.53	49.53	59.51	36.52	33.39	41.48	38.76	35.29	54.53
"FBtr0072639"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333271"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071066"	62.21	76.79	81.07	83.64	84.18	80.04	97.19	89.17	93.71	68.76	62.05	66.42	75.07	68.69	102.40
"FBtr0346619"	45.84	44.46	45.70	48.03	48.77	39.56	59.30	63.97	54.11	40.74	34.77	39.78	41.57	41.25	45.36
"FBtr0075314"	64.06	62.72	54.85	62.69	61.18	69.04	60.94	73.78	77.74	61.82	65.19	59.31	53.50	62.97	43.85
"FBtr0083456"	50.62	57.99	73.23	59.60	62.08	55.72	104.55	75.13	100.03	45.91	47.43	57.34	58.09	46.34	79.25
"FBtr0331706"	1.71	1.38	1.96	0.86	1.62	0.61	0.95	0.39	0.78	0.60	0.93	0.50	1.52	1.73	0.38
