	"X8294_w_01.genes.results"	"X8295_w_01.genes.results"	"X8296_w_01.genes.results"	"X8297_nos_01.genes.results"	"X8298_nos_01.genes.results"	"X8299_nos_01.genes.results"	"X8300_w_23.genes.results"	"X8301_w_23.genes.results"	"X8302_w_23.genes.results"	"X8303_nos_23.genes.results"	"X8304_nos_23.genes.results"	"X8305_nos_23.genes.results"
"FBgn0001099"	40.59	46.90	46.92	40.31	42.70	41.35	62.59	56.99	54.06	51.31	51.88	54.46
"FBgn0001104"	276.82	245.17	243.23	240.05	254.14	251.50	404.81	403.18	415.76	328.94	328.10	346.45
"FBgn0001105"	293.38	283.30	292.58	271.61	295.47	294.92	355.46	323.04	309.58	318.74	310.09	320.45
"FBgn0001108"	77.50	61.41	57.09	65.49	55.50	62.04	12.28	10.95	10.37	20.39	17.24	16.68
"FBgn0001112"	0.02	0.00	0.00	0.06	0.03	0.18	0.19	0.09	0.17	0.34	0.02	0.38
"FBgn0001114"	1.92	0.97	6.14	0.11	0.05	4.75	5.81	3.61	4.32	3.80	1.35	5.17
"FBgn0001120"	504.98	585.10	554.43	452.81	473.47	450.04	48.00	30.76	22.72	160.24	129.61	87.58
"FBgn0001122"	48.34	43.74	50.19	43.25	41.48	47.08	56.37	48.35	42.52	49.66	42.53	51.00
"FBgn0001123"	4.71	5.53	5.57	9.32	11.64	14.46	29.99	44.78	53.56	37.38	43.42	42.36
"FBgn0001124"	176.93	176.16	186.78	168.90	164.57	162.38	151.48	142.72	116.13	167.50	159.29	188.12
"FBgn0001125"	297.06	292.67	269.93	308.94	255.97	283.58	9.27	11.15	10.87	20.49	18.87	13.91
"FBgn0001128"	218.50	203.74	220.41	224.06	195.98	211.01	127.83	116.74	97.10	153.12	109.37	122.21
"FBgn0001133"	49.50	46.21	39.65	42.65	41.31	43.54	47.69	39.35	37.10	43.95	37.40	42.93
"FBgn0001134"	0.00	0.00	0.00	0.00	0.02	0.02	0.00	0.00	0.02	0.02	0.00	0.02
"FBgn0001137"	17.60	16.76	17.55	13.88	11.93	11.41	11.98	8.45	5.30	9.98	7.00	7.92
"FBgn0001138"	0.44	0.49	0.70	1.00	1.76	2.12	3.28	4.43	4.80	5.63	5.13	5.01
"FBgn0001139"	250.63	211.16	201.08	261.54	266.29	264.31	340.08	316.35	317.67	323.51	310.33	339.07
"FBgn0001142"	331.50	273.65	253.49	372.89	331.83	360.74	150.37	126.51	110.83	229.77	196.89	212.22
"FBgn0001145"	4.03	2.31	12.36	5.47	3.31	6.49	9.91	18.36	14.71	15.12	35.79	27.39
"FBgn0001147"	0.06	0.03	0.12	0.71	0.51	0.78	0.42	0.46	0.51	2.17	2.03	2.03
"FBgn0001148"	1.19	2.20	0.98	3.10	5.51	8.20	13.29	15.93	19.81	16.57	17.80	18.86
"FBgn0001149"	160.29	141.06	114.62	2047.26	1752.27	1756.98	9.78	21.61	19.07	108.56	137.03	75.73
"FBgn0001150"	5.94	4.72	6.83	5.20	8.39	7.35	84.62	84.12	86.16	36.83	36.72	48.77
"FBgn0001168"	3.78	3.93	4.63	4.19	9.90	8.69	48.72	51.22	57.27	38.89	47.31	54.94
"FBgn0001169"	91.87	66.02	68.27	80.65	58.12	80.30	74.17	54.83	44.84	71.26	54.05	68.35
"FBgn0001170"	0.14	0.05	0.16	0.06	0.09	0.38	0.10	0.34	0.08	0.63	0.45	0.17
"FBgn0001174"	64.43	71.67	75.56	61.05	137.85	114.43	1251.88	1335.69	1170.27	643.50	711.26	933.73
"FBgn0001179"	43.46	39.66	39.94	37.29	36.98	36.71	33.35	31.87	30.24	28.75	29.20	27.20
"FBgn0001180"	148.75	117.34	116.16	169.70	141.19	158.48	132.39	114.90	102.11	153.98	129.62	148.32
"FBgn0001185"	27.97	28.68	27.54	25.19	24.14	26.41	31.25	25.14	25.81	30.75	28.72	25.96
"FBgn0001186"	146.82	123.98	124.90	120.70	114.38	124.71	52.14	37.61	26.63	63.91	49.41	47.97
"FBgn0001187"	0.41	0.16	0.37	0.00	0.00	0.16	0.39	0.58	0.45	0.20	0.16	0.28
"FBgn0001189"	25.57	22.08	23.04	17.67	17.74	19.20	18.44	14.89	12.99	16.49	14.56	15.34
"FBgn0001197"	1770.96	1741.83	1592.87	1777.51	1697.94	1738.50	2589.21	2680.56	2809.40	2336.04	2364.00	2394.81
"FBgn0001202"	49.78	46.56	47.58	42.68	44.46	43.61	53.61	47.08	45.26	47.31	41.56	44.57
"FBgn0001206"	55.71	43.87	47.49	38.20	35.20	40.18	63.45	55.35	47.33	45.00	38.89	49.80
"FBgn0001208"	1.25	1.09	2.86	0.06	0.05	3.00	1.19	1.16	1.86	2.54	0.80	2.84
"FBgn0001215"	336.35	258.21	285.08	390.30	384.13	458.38	600.00	543.15	561.43	610.78	583.40	718.44
"FBgn0001216"	0.03	0.03	0.00	0.17	0.18	0.50	0.16	0.05	0.13	0.64	0.52	0.84
"FBgn0001217"	0.00	0.00	0.00	0.00	0.04	0.03	0.07	0.00	0.03	0.03	0.03	0.06
"FBgn0001218"	624.96	495.56	489.30	573.36	497.20	563.98	189.97	164.99	128.60	333.24	263.89	288.34
"FBgn0001220"	184.19	159.08	156.37	200.35	169.92	188.16	24.12	22.81	24.27	56.78	48.25	37.75
"FBgn0001222"	156.66	144.23	136.67	136.30	119.51	135.39	54.07	49.16	46.45	67.76	64.30	57.95
"FBgn0001223"	65.55	67.25	65.77	108.44	121.51	104.85	78.54	73.80	59.91	115.88	101.83	108.17
"FBgn0001224"	71.74	57.55	64.64	48.56	58.39	46.36	105.51	105.97	122.82	64.09	74.66	66.42
"FBgn0001225"	2387.06	2579.97	2274.78	3328.72	3177.29	2826.24	62.26	48.38	43.93	278.33	261.86	130.11
"FBgn0001226"	1219.91	1128.16	988.10	1880.95	2027.72	1916.56	157.20	88.52	67.68	887.92	699.35	498.80
"FBgn0001227"	0.47	0.31	0.46	0.50	1.31	1.03	0.79	0.69	0.76	1.77	1.45	1.11
"FBgn0001228"	1.44	0.67	4.82	1.62	0.76	3.48	2.34	2.51	2.64	5.71	18.06	4.62
"FBgn0001229"	0.67	0.69	1.20	0.97	0.53	3.15	1.55	1.04	1.04	5.13	6.42	2.78
"FBgn0001230"	0.88	0.93	0.74	2.37	1.88	2.47	3.35	3.14	2.75	3.26	2.55	2.84
"FBgn0001233"	2266.01	1980.51	1763.05	2231.55	1804.84	2063.83	148.81	128.85	126.45	362.15	326.28	208.48
"FBgn0001234"	4.24	4.68	7.96	7.84	16.73	14.41	37.07	54.55	67.97	46.38	57.03	52.02
"FBgn0001235"	6.82	6.74	6.66	12.79	33.14	34.28	75.02	90.25	104.88	96.35	136.48	104.61
"FBgn0001247"	32.69	30.39	31.73	29.03	25.80	30.05	6.97	7.88	8.73	8.49	8.38	7.41
"FBgn0001248"	446.02	440.11	435.62	450.25	406.74	406.98	46.34	41.47	32.42	106.22	74.28	57.33
"FBgn0001250"	0.64	0.65	1.10	0.51	0.74	2.21	3.70	3.60	4.46	3.95	3.98	3.84
"FBgn0001253"	0.03	0.01	0.04	0.25	0.04	1.76	0.32	0.09	0.20	2.43	1.50	1.36
"FBgn0001254"	1.75	1.80	0.84	1.18	4.74	18.36	17.28	18.25	20.00	25.39	31.53	25.01
"FBgn0001255"	1.18	1.06	1.58	2.76	2.25	2.54	2.25	2.03	1.11	3.41	1.75	2.04
"FBgn0001256"	0.21	0.28	0.41	2.56	0.65	21.63	4.63	3.79	4.14	28.26	22.28	19.96
"FBgn0001257"	6.73	6.48	6.04	9.33	15.64	21.96	46.43	51.03	59.39	37.63	37.18	38.93
"FBgn0001258"	2.40	1.77	7.63	1.91	2.05	7.03	18.29	23.44	22.09	13.39	11.30	12.03
"FBgn0001259"	0.02	0.17	0.08	0.44	0.68	0.65	0.15	0.37	0.53	1.46	1.32	1.63
"FBgn0001263"	0.06	0.00	0.00	0.04	0.43	0.00	0.00	0.06	0.08	0.35	0.02	0.09
"FBgn0001269"	0.16	0.10	0.47	1.23	0.64	2.17	1.46	1.76	2.34	4.92	4.52	3.89
"FBgn0001276"	84.27	94.26	88.18	85.30	81.05	80.71	116.47	106.76	97.00	91.90	82.39	86.12
"FBgn0001280"	257.69	307.43	312.46	287.74	327.66	304.30	412.78	438.51	451.06	388.99	426.85	421.70
"FBgn0001281"	0.00	0.00	0.00	0.23	0.37	0.56	1.18	1.03	0.80	0.36	1.38	0.83
"FBgn0001285"	1.80	1.07	12.19	0.00	0.00	0.00	1.84	8.44	6.42	0.00	0.00	9.29
"FBgn0001291"	70.84	73.98	64.09	65.97	64.71	63.13	11.73	12.47	14.32	14.18	15.14	14.05
"FBgn0001296"	0.72	0.87	0.54	1.09	1.22	3.62	3.12	3.52	3.45	5.19	8.11	6.53
"FBgn0001297"	5.93	5.02	5.81	5.17	4.71	5.90	4.60	3.93	4.46	5.73	5.68	6.01
"FBgn0001301"	35.17	27.32	28.08	25.08	21.67	26.60	53.08	48.73	48.14	35.24	34.19	44.18
"FBgn0001308"	161.31	116.14	110.58	139.26	109.42	136.80	63.97	45.12	35.48	86.22	65.37	71.76
"FBgn0001311"	0.26	0.09	0.28	0.33	0.30	1.47	1.00	0.53	0.81	2.33	1.42	2.03
"FBgn0001313"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001316"	62.11	43.18	47.09	43.08	32.56	43.90	35.70	28.76	26.79	37.81	31.07	33.54
"FBgn0001319"	0.25	0.18	0.44	0.50	0.33	0.99	1.54	1.36	1.70	1.90	1.99	2.10
"FBgn0001320"	4.34	4.05	4.69	2.18	7.11	6.34	70.63	76.64	81.34	23.93	27.81	29.64
"FBgn0001321"	0.08	0.16	0.22	0.27	0.11	1.36	0.75	0.35	0.26	0.99	0.94	1.01
"FBgn0001323"	0.62	0.64	0.55	0.96	1.99	1.90	8.49	10.30	13.74	6.20	8.43	7.49
"FBgn0001324"	23.35	14.39	13.18	25.98	19.51	28.36	11.31	11.06	16.22	16.32	19.98	21.58
"FBgn0001325"	5.20	5.05	5.02	6.55	13.17	18.83	73.24	81.02	79.74	55.03	73.93	83.42
"FBgn0001330"	34.05	29.13	28.45	32.42	29.29	32.21	16.71	13.38	11.84	24.88	21.10	20.81
"FBgn0001341"	54.15	47.32	49.38	39.22	37.96	42.05	78.67	68.65	64.45	57.74	52.02	61.27
"FBgn0001404"	97.74	84.72	91.69	79.05	72.88	81.44	75.63	57.24	44.93	70.97	56.99	62.06
"FBgn0001491"	82.82	86.71	92.79	82.21	101.03	88.14	125.38	136.66	143.67	120.86	129.52	124.33
"FBgn0001565"	172.18	154.65	159.40	166.18	170.27	171.28	216.88	192.75	169.71	199.94	186.43	196.96
"FBgn0001612"	65.14	60.00	60.88	53.81	50.07	53.42	27.00	18.22	12.98	31.04	24.85	22.54
"FBgn0001624"	51.42	40.52	42.77	44.68	41.64	49.27	69.74	62.53	63.24	59.71	58.53	65.87
"FBgn0001941"	145.11	148.95	148.03	126.67	125.59	128.55	129.15	106.85	86.78	124.59	102.54	109.44
"FBgn0001942"	1561.28	1548.93	1553.10	1582.27	1658.28	1641.14	2316.37	2340.32	2255.93	2140.56	2072.09	2211.26
"FBgn0001961"	105.28	89.38	86.79	108.41	98.24	100.34	88.96	86.25	84.62	88.88	82.58	88.80
"FBgn0001965"	37.11	26.71	25.95	29.42	20.59	26.13	9.03	9.07	12.62	10.03	10.15	10.80
"FBgn0001967"	0.00	0.00	0.00	0.00	0.00	0.74	0.22	0.10	0.09	1.02	0.31	0.19
"FBgn0001970"	49.59	42.41	37.62	38.95	33.52	36.43	19.93	14.80	15.79	20.65	20.06	17.65
"FBgn0001977"	44.67	48.72	43.75	47.31	50.70	46.86	48.18	44.62	46.64	52.82	53.22	53.59
"FBgn0001978"	132.52	100.48	101.49	114.37	101.82	112.32	106.80	86.64	71.24	108.22	83.22	99.34
"FBgn0001981"	2.42	1.41	2.17	3.71	4.29	5.36	13.14	13.26	13.46	14.93	13.55	14.75
"FBgn0001983"	0.29	0.37	0.55	2.84	2.16	3.73	3.18	4.08	4.41	9.06	7.54	8.28
"FBgn0001986"	60.26	49.33	48.04	58.87	50.29	59.76	72.95	66.30	63.76	72.97	69.23	81.73
"FBgn0001987"	3.46	4.58	3.87	3.55	3.91	5.97	9.46	10.13	10.54	14.17	14.92	16.29
"FBgn0001989"	176.07	180.63	180.61	183.58	219.65	189.31	185.21	182.33	195.62	196.10	194.67	198.30
"FBgn0001990"	64.96	61.43	68.55	58.69	61.08	61.34	82.54	70.00	63.78	72.82	67.57	73.20
"FBgn0001991"	0.13	0.03	0.32	0.16	0.05	0.49	0.23	0.28	0.27	0.52	0.43	0.63
"FBgn0001992"	0.03	0.03	0.00	0.00	0.00	0.05	0.06	0.10	0.00	0.05	0.10	0.09
"FBgn0001994"	87.29	64.39	62.44	84.99	80.81	89.67	138.52	122.97	133.08	113.61	110.01	125.25
"FBgn0001995"	104.77	102.55	94.87	101.57	104.93	98.72	107.43	104.19	99.94	103.44	99.15	106.27
"FBgn0002021"	52.37	57.77	54.87	44.74	43.99	42.55	28.96	23.02	22.01	24.82	22.42	19.13
"FBgn0002022"	82.79	81.17	84.43	73.74	74.21	80.77	120.57	109.13	110.33	97.92	95.07	103.41
"FBgn0002023"	0.04	0.23	0.25	0.23	0.03	0.45	0.22	0.37	0.17	0.50	0.17	0.50
"FBgn0002031"	412.38	406.00	372.11	441.30	419.29	433.19	191.70	158.00	121.34	215.29	173.18	154.03
"FBgn0002036"	17.50	16.55	16.43	15.84	16.16	13.87	3.63	2.19	1.60	5.89	4.46	3.87
"FBgn0002044"	152.16	119.18	117.38	137.10	108.41	129.84	105.48	75.59	61.02	105.09	78.91	88.84
"FBgn0002069"	145.55	139.66	127.29	153.57	131.48	144.29	15.29	15.57	16.41	38.06	31.84	24.92
"FBgn0002121"	135.89	134.98	154.59	101.27	115.55	126.48	190.86	188.32	171.09	149.44	145.19	178.80
"FBgn0002174"	70.09	56.60	49.01	83.20	68.63	77.61	17.14	16.49	18.04	42.26	34.68	29.93
"FBgn0002183"	173.96	139.70	134.18	146.03	119.32	139.45	27.62	26.20	29.30	50.24	46.98	40.43
"FBgn0002283"	129.52	136.31	120.63	125.24	117.51	116.70	23.89	23.84	26.15	39.86	37.13	31.96
"FBgn0002284"	495.68	513.69	532.33	546.26	582.56	513.38	627.69	616.82	592.34	584.31	591.95	611.22
"FBgn0002306"	0.36	0.25	0.14	0.76	0.59	1.82	2.22	1.87	2.00	3.83	2.99	3.11
"FBgn0002354"	54.65	66.16	61.58	42.43	44.62	51.13	14.64	17.14	19.26	12.09	14.35	9.24
"FBgn0002413"	333.85	266.66	280.88	317.57	278.99	339.78	310.83	224.28	191.64	267.22	219.97	244.79
"FBgn0002431"	76.36	55.75	68.64	60.90	52.80	68.07	68.09	57.26	45.89	61.23	56.22	69.56
"FBgn0002440"	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.03	0.15	0.00	0.00	0.00
"FBgn0002441"	67.99	50.81	53.63	47.33	43.36	46.04	39.00	33.22	29.13	38.87	35.28	38.08
"FBgn0002466"	76.65	57.14	60.60	61.39	55.75	64.74	104.69	93.46	86.33	86.56	83.66	98.31
"FBgn0002521"	89.57	109.92	118.78	72.85	86.66	80.32	129.74	135.89	126.39	106.18	110.54	119.73
"FBgn0002522"	0.20	0.17	0.46	0.00	0.55	0.59	1.32	1.03	1.14	1.12	1.39	1.44
"FBgn0002524"	115.04	106.67	109.52	99.34	88.31	95.58	54.31	37.85	26.55	63.00	51.55	56.07
"FBgn0002525"	199.43	170.52	152.10	179.19	155.45	192.71	273.62	268.87	275.54	247.94	228.62	256.67
"FBgn0002526"	0.77	0.57	1.71	4.22	2.46	9.88	4.82	5.19	4.24	17.04	12.88	15.16
"FBgn0002531"	0.00	0.20	0.00	0.00	0.00	0.00	0.63	0.37	1.04	0.77	0.15	1.07
"FBgn0002533"	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.90
"FBgn0002534"	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.20	0.57	0.21	0.33	0.00
"FBgn0002535"	0.81	0.21	1.19	0.00	0.00	1.06	1.11	2.90	3.81	2.03	1.10	4.10
"FBgn0002542"	133.68	121.56	106.54	108.39	91.49	112.12	14.38	16.43	18.60	21.81	24.46	18.81
"FBgn0002543"	4.35	3.56	2.70	6.99	8.74	14.67	35.83	40.31	48.29	35.99	38.45	46.09
"FBgn0002552"	85.58	65.38	66.99	70.50	60.64	67.88	20.27	17.80	18.15	27.44	24.43	21.86
"FBgn0002561"	4.50	4.70	7.01	12.12	20.07	19.34	43.43	43.70	44.25	50.91	42.71	41.97
"FBgn0002562"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002563"	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.03	0.06	0.03
"FBgn0002564"	0.06	0.06	0.07	0.33	0.18	1.22	0.44	0.62	0.58	1.24	0.61	1.71
"FBgn0002565"	0.03	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.03	0.00	0.05	0.00
"FBgn0002566"	38.72	43.34	48.41	27.67	34.01	32.28	53.86	56.31	48.51	38.29	35.15	43.29
"FBgn0002567"	148.81	139.34	139.55	162.80	152.46	166.12	105.21	83.61	59.44	131.35	102.05	103.56
"FBgn0002569"	0.58	0.48	2.75	0.18	0.08	0.15	1.09	2.38	2.25	0.32	0.49	0.30
"FBgn0002570"	10.70	9.97	45.86	0.26	0.04	0.59	4.09	14.54	9.97	0.33	1.95	1.61
"FBgn0002571"	7.21	6.38	33.06	0.05	0.04	1.42	6.15	16.43	12.72	0.29	0.16	3.08
"FBgn0002573"	0.03	0.15	0.21	0.56	0.86	1.68	0.73	1.11	1.19	2.94	2.71	2.72
"FBgn0002576"	0.02	0.00	0.00	0.03	0.04	0.08	0.11	0.21	0.22	0.30	0.18	0.22
"FBgn0002577"	1.36	0.80	1.18	0.50	0.50	1.65	1.65	0.94	1.11	1.81	1.33	1.40
"FBgn0002578"	11.69	10.72	52.55	1.64	2.04	5.72	15.86	30.98	28.30	9.98	12.56	7.59
"FBgn0002579"	3486.65	3825.17	4170.57	4007.74	4445.05	3852.58	5132.62	5403.93	5694.40	5238.69	5393.45	4996.85
"FBgn0002590"	898.01	913.09	974.95	1057.84	1061.71	1018.50	1409.59	1401.15	1408.50	1476.54	1486.22	1403.93
"FBgn0002592"	0.35	0.45	0.52	4.05	6.95	7.64	6.07	7.55	9.37	19.85	16.62	14.39
"FBgn0002593"	3624.95	3861.17	3975.65	3979.61	4342.43	3963.70	5201.72	5343.45	5343.33	4998.06	5369.13	5242.94
"FBgn0002609"	0.06	0.31	0.36	3.45	2.13	5.17	1.30	1.47	1.11	11.14	8.31	8.86
"FBgn0002622"	2573.96	2614.74	2393.83	2708.37	2584.45	2711.45	3293.43	3352.06	3337.41	3240.23	3242.55	3311.08
"FBgn0002626"	3390.19	3418.58	3689.51	3969.58	4172.17	3794.75	4694.56	4768.88	5155.22	5106.98	5263.35	4913.85
"FBgn0002629"	12.33	10.61	11.50	34.22	43.23	49.39	88.36	108.81	121.69	149.19	157.08	128.61
"FBgn0002631"	3.59	5.09	3.22	11.99	16.12	22.74	28.88	40.09	52.42	48.83	58.13	50.28
"FBgn0002632"	0.21	0.29	0.17	0.54	0.15	0.88	0.84	0.54	0.75	1.69	0.81	1.30
"FBgn0002633"	3.73	3.65	2.11	15.77	18.32	30.39	29.11	36.29	44.00	66.28	71.32	67.40
"FBgn0002638"	545.53	452.54	424.25	511.50	517.75	517.73	799.57	756.62	767.77	663.12	634.87	688.73
"FBgn0002641"	51.88	46.50	45.00	46.87	45.21	45.64	25.32	19.30	13.80	32.10	26.39	24.79
"FBgn0002643"	17.42	11.54	13.01	12.53	10.59	13.91	7.33	5.46	6.29	8.81	8.11	8.00
"FBgn0002645"	85.22	74.86	84.91	41.49	39.09	40.58	52.19	42.81	37.29	31.34	26.70	32.43
"FBgn0002673"	199.07	182.90	192.59	177.04	154.91	171.54	171.94	143.52	108.45	160.87	127.03	141.96
"FBgn0002707"	25.56	22.26	21.71	25.01	20.68	24.92	11.60	9.44	7.83	14.23	13.40	13.81
"FBgn0002709"	20.99	16.33	16.63	15.71	14.23	16.63	4.76	4.75	4.57	8.25	7.55	6.94
"FBgn0002715"	59.79	60.90	59.80	52.37	51.91	53.09	64.72	59.53	49.32	56.08	49.59	54.40
"FBgn0002716"	1.99	1.56	1.82	3.28	3.79	3.34	0.34	0.11	0.32	1.82	1.81	1.20
"FBgn0002719"	124.03	106.19	118.34	121.16	99.71	115.65	26.93	30.74	26.67	45.93	42.77	38.49
"FBgn0002723"	17.07	14.45	16.45	13.43	13.74	16.28	7.47	4.80	4.89	8.56	7.29	7.03
"FBgn0002732"	3.06	5.31	3.29	19.24	26.65	31.07	31.51	42.14	50.06	83.53	83.74	68.74
"FBgn0002733"	0.34	0.52	1.21	3.61	2.76	9.38	3.60	5.33	6.48	15.23	13.90	13.14
"FBgn0002734"	1.06	1.67	0.58	5.65	9.02	12.37	8.83	12.74	16.14	32.32	27.77	23.73
"FBgn0002735"	3.82	5.36	4.31	18.80	25.78	37.32	26.38	41.35	47.04	80.92	85.67	74.76
"FBgn0002736"	188.76	208.04	206.68	190.76	203.55	200.31	297.32	303.66	311.67	271.89	291.47	292.13
"FBgn0002772"	23.51	10.55	43.83	0.12	0.30	29.20	35.83	39.09	50.10	14.07	9.35	18.92
"FBgn0002773"	25.77	12.61	49.27	0.24	0.30	27.18	40.25	46.26	63.17	14.29	6.90	18.73
"FBgn0002774"	21.26	18.02	18.04	21.33	22.07	24.48	31.85	29.93	30.18	28.59	29.60	33.71
"FBgn0002775"	103.00	97.71	95.86	92.18	81.12	89.20	75.59	68.04	61.62	68.25	62.95	59.54
"FBgn0002778"	82.66	82.32	85.13	87.83	89.15	90.49	99.13	85.85	77.62	73.50	67.62	65.08
"FBgn0002780"	629.66	672.09	691.91	711.36	811.57	776.41	910.36	895.05	849.76	973.70	960.32	995.14
"FBgn0002781"	822.22	724.99	714.90	782.94	719.76	739.41	911.06	848.23	822.80	825.06	770.34	830.27
"FBgn0002783"	216.23	166.40	148.97	186.93	154.32	193.22	289.16	261.17	257.64	220.09	198.45	236.56
"FBgn0002787"	299.02	270.12	218.16	306.95	262.29	292.58	41.80	37.38	43.33	89.00	81.79	65.40
"FBgn0002789"	17.52	8.59	38.51	0.17	0.00	12.08	18.00	23.97	36.05	4.00	0.97	8.28
"FBgn0002791"	47.16	47.29	48.94	41.19	39.24	42.70	44.20	41.36	34.86	38.57	39.12	41.01
"FBgn0002838"	0.00	0.00	0.00	0.17	0.14	0.27	0.42	0.37	0.35	0.00	0.60	0.48
"FBgn0002842"	0.26	0.36	0.00	0.00	0.00	0.09	0.10	0.00	0.00	0.00	0.00	0.00
"FBgn0002855"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002856"	0.00	0.00	0.00	0.00	0.33	0.00	0.35	0.00	0.00	0.00	0.24	0.00
"FBgn0002862"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.19
"FBgn0002863"	0.00	0.00	1.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002865"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002868"	58.58	65.90	290.40	47.25	42.01	87.35	128.28	262.25	228.89	79.31	70.17	154.38
"FBgn0002869"	2.14	4.43	22.75	0.00	0.00	0.00	2.35	10.86	14.10	0.00	0.00	0.98
"FBgn0002872"	56.97	49.57	50.94	48.80	41.23	46.84	44.78	36.39	26.66	39.37	32.04	34.91
"FBgn0002873"	73.49	52.03	60.11	57.29	49.90	62.97	79.45	73.25	65.70	66.64	58.03	74.69
"FBgn0002878"	61.13	47.75	46.17	47.81	35.28	44.15	2.11	2.30	2.94	6.03	5.96	4.68
"FBgn0002887"	27.04	24.81	24.21	22.74	20.65	24.24	4.44	3.40	3.52	6.40	6.23	5.39
"FBgn0002891"	17.00	12.51	12.41	10.92	8.69	10.12	2.95	2.54	2.39	3.89	3.24	3.31
"FBgn0002899"	43.83	48.62	42.48	36.85	33.83	34.35	1.08	0.75	0.55	4.97	4.01	2.78
"FBgn0002901"	39.60	37.92	39.12	32.32	32.17	35.07	14.92	10.74	8.52	21.73	18.21	18.06
"FBgn0002905"	5.55	4.87	4.55	6.19	4.82	6.66	3.27	3.86	4.85	4.75	5.38	5.48
"FBgn0002906"	49.07	40.85	38.88	41.10	32.48	42.34	6.36	3.94	3.26	14.68	12.46	9.95
"FBgn0002909"	16.34	13.89	15.23	17.09	15.06	17.36	6.23	4.82	4.52	10.78	8.85	9.27
"FBgn0002914"	116.54	110.57	113.85	106.78	93.99	105.59	122.47	113.51	98.67	112.43	103.73	115.16
"FBgn0002917"	0.11	0.15	0.20	0.25	0.12	0.51	0.34	0.61	0.51	0.88	0.75	0.94
"FBgn0002921"	215.46	182.44	185.08	183.39	152.93	195.65	41.09	33.25	27.62	74.98	61.46	58.11
"FBgn0002922"	0.00	0.00	0.00	0.00	0.00	0.21	0.11	0.05	0.27	0.40	0.38	0.37
"FBgn0002924"	160.13	133.32	129.83	134.83	118.22	129.09	169.81	150.64	140.23	130.69	113.11	120.86
"FBgn0002926"	0.12	0.12	0.17	0.14	0.10	0.19	0.12	0.08	0.09	0.44	0.21	0.22
"FBgn0002930"	0.23	0.05	0.33	0.00	0.00	0.77	0.30	0.52	0.41	0.46	0.39	1.27
"FBgn0002931"	0.89	1.44	1.32	0.85	2.79	2.96	15.02	22.36	26.04	10.27	16.53	17.08
"FBgn0002932"	49.50	44.27	44.02	51.85	55.33	62.67	119.82	126.14	134.75	99.89	107.00	122.80
"FBgn0002933"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002936"	0.00	0.10	0.12	0.13	0.21	0.10	0.32	0.09	0.00	0.10	1.21	0.45
"FBgn0002937"	0.07	0.03	0.00	0.00	0.00	0.00	0.18	0.19	0.18	0.10	0.13	0.40
"FBgn0002938"	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.04	0.02	0.00	0.02	0.00
"FBgn0002939"	0.00	0.00	0.07	0.17	0.14	0.81	0.05	0.11	0.15	2.54	5.91	2.55
"FBgn0002940"	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00
"FBgn0002941"	0.03	0.03	0.10	0.24	0.06	0.22	0.09	0.28	0.26	0.56	0.35	0.32
"FBgn0002945"	2.83	2.57	1.89	3.49	5.91	7.37	24.03	29.04	37.56	23.30	29.09	30.97
"FBgn0002948"	152.79	150.55	125.25	137.16	99.21	122.13	5.59	5.90	7.02	12.43	12.89	9.85
"FBgn0002962"	395.60	408.73	380.72	0.12	0.30	0.43	41.95	30.96	31.14	1.23	0.87	1.28
"FBgn0002973"	80.76	67.40	66.09	81.01	71.07	82.82	50.02	45.72	46.30	68.52	61.44	69.71
"FBgn0002985"	3.60	3.13	1.84	2.87	6.86	6.14	39.34	45.20	50.30	27.84	26.58	32.36
"FBgn0002989"	31.42	26.95	25.84	26.81	24.47	28.03	20.34	18.26	17.54	25.97	22.73	24.10
"FBgn0003002"	3.62	4.08	2.68	2.03	9.11	7.82	44.96	59.63	74.08	28.41	45.95	46.48
"FBgn0003008"	55.19	63.77	72.81	60.36	76.97	60.33	66.28	72.99	65.17	70.69	73.66	69.74
"FBgn0003009"	0.07	0.03	0.08	0.34	0.07	0.15	0.07	0.19	0.12	0.23	0.38	0.40
